"F1";"F1_L1";"F1_L2";"F1_L3";"F1_L4";"F1_L5";"F1_L6";"F1_L7";"F1_L8";"F1_L9";"F1_L10";"F1_L11";"F2";"F2_L1";"F2_L2";"F2_L3";"F2_L4";"F2_L5";"F2_L6";"F2_L7";"F2_L8";"F2_L9";"F2_L10";"F2_L11";"F3";"F3_L1";"F3_L2";"F3_L3";"F3_L4";"F3_L5";"F3_L6";"F3_L7";"F3_L8";"F3_L9";"F3_L10";"F3_L11";"F4";"F4_L1";"F4_L2";"F4_L3";"F4_L4";"F4_L5";"F4_L6";"F4_L7";"F4_L8";"F4_L9";"F4_L10";"F4_L11";"F5";"F5_L1";"F5_L2";"F5_L3";"F5_L4";"F5_L5";"F5_L6";"F5_L7";"F5_L8";"F5_L9";"F5_L10";"F5_L11";"F6";"F6_L1";"F6_L2";"F6_L3";"F6_L4";"F6_L5";"F6_L6";"F6_L7";"F6_L8";"F6_L9";"F6_L10";"F6_L11";"F7";"F7_L1";"F7_L2";"F7_L3";"F7_L4";"F7_L5";"F7_L6";"F7_L7";"F7_L8";"F7_L9";"F7_L10";"F7_L11";"F8";"F8_L1";"F8_L2";"F8_L3";"F8_L4";"F8_L5";"F8_L6";"F8_L7";"F8_L8";"F8_L9";"F8_L10";"F8_L11"
2,941754486;4,107854309;4,992190518;6,100941726;7,169933683;6,885259727;7,991845161;8,522782595;9,124367328;9,020546444;8,999624228;8,207182319;2,284087731;2,329584683;2,668990098;2,358293624;1,950175555;2,199752528;1,635147365;1,582508594;1,66738494;1,098319947;0,655081475;0,305565773;1,570925579;1,273909076;0,62616243;0,563731612;0,449135649;0,576720879;0,242721369;0,102811636;-0,21083728;0,064219336;-0,285011168;-0,851762681;-3,271124181;-2,762845152;-2,688506225;-2,436845943;-2,553625724;-2,063118549;-0,778442939;-0,338781658;-0,895729287;-0,439886841;0,291517013;1,4849321;1,916651378;2,131628243;2,498951459;2,762109553;3,036901391;4,12249609;3,584594969;3,551190038;3,815587214;3,823486657;3,544740474;3,871934071;1,945662122;2,057771789;2,063618029;2,250399137;1,793493763;1,890094347;2,346226704;2,411869402;1,37853986;1,142185031;0,760832753;1,161452389;0,704271171;0,209470244;-0,070115143;0,155960723;-0,217177674;-0,610522706;-0,222265185;-0,156690693;-0,433987616;-0,66224182;-1,440514358;-1,091405061;-0,309636628;-0,318751711;-0,495574205;-0,604409646;-0,462936246;-0,746359512;-0,732702843;-0,992717877;-0,883528745;-0,815232257;-0,720260591;-0,493110824
1,446334455;2,941754486;4,107854309;4,992190518;6,100941726;7,169933683;6,885259727;7,991845161;8,522782595;9,124367328;9,020546444;8,999624228;2,384215506;2,284087731;2,329584683;2,668990098;2,358293624;1,950175555;2,199752528;1,635147365;1,582508594;1,66738494;1,098319947;0,655081475;1,27529162;1,570925579;1,273909076;0,62616243;0,563731612;0,449135649;0,576720879;0,242721369;0,102811636;-0,21083728;0,064219336;-0,285011168;-2,841772464;-3,271124181;-2,762845152;-2,688506225;-2,436845943;-2,553625724;-2,063118549;-0,778442939;-0,338781658;-0,895729287;-0,439886841;0,291517013;1,497592266;1,916651378;2,131628243;2,498951459;2,762109553;3,036901391;4,12249609;3,584594969;3,551190038;3,815587214;3,823486657;3,544740474;1,904356773;1,945662122;2,057771789;2,063618029;2,250399137;1,793493763;1,890094347;2,346226704;2,411869402;1,37853986;1,142185031;0,760832753;0,797242699;0,704271171;0,209470244;-0,070115143;0,155960723;-0,217177674;-0,610522706;-0,222265185;-0,156690693;-0,433987616;-0,66224182;-1,440514358;-0,317875435;-0,309636628;-0,318751711;-0,495574205;-0,604409646;-0,462936246;-0,746359512;-0,732702843;-0,992717877;-0,883528745;-0,815232257;-0,720260591
0,087669491;1,446334455;2,941754486;4,107854309;4,992190518;6,100941726;7,169933683;6,885259727;7,991845161;8,522782595;9,124367328;9,020546444;2,137662486;2,384215506;2,284087731;2,329584683;2,668990098;2,358293624;1,950175555;2,199752528;1,635147365;1,582508594;1,66738494;1,098319947;0,947025013;1,27529162;1,570925579;1,273909076;0,62616243;0,563731612;0,449135649;0,576720879;0,242721369;0,102811636;-0,21083728;0,064219336;-1,939786984;-2,841772464;-3,271124181;-2,762845152;-2,688506225;-2,436845943;-2,553625724;-2,063118549;-0,778442939;-0,338781658;-0,895729287;-0,439886841;1,119470183;1,497592266;1,916651378;2,131628243;2,498951459;2,762109553;3,036901391;4,12249609;3,584594969;3,551190038;3,815587214;3,823486657;2,262312795;1,904356773;1,945662122;2,057771789;2,063618029;2,250399137;1,793493763;1,890094347;2,346226704;2,411869402;1,37853986;1,142185031;0,792571503;0,797242699;0,704271171;0,209470244;-0,070115143;0,155960723;-0,217177674;-0,610522706;-0,222265185;-0,156690693;-0,433987616;-0,66224182;-0,014795391;-0,317875435;-0,309636628;-0,318751711;-0,495574205;-0,604409646;-0,462936246;-0,746359512;-0,732702843;-0,992717877;-0,883528745;-0,815232257
-1,354826285;0,087669491;1,446334455;2,941754486;4,107854309;4,992190518;6,100941726;7,169933683;6,885259727;7,991845161;8,522782595;9,124367328;1,870950865;2,137662486;2,384215506;2,284087731;2,329584683;2,668990098;2,358293624;1,950175555;2,199752528;1,635147365;1,582508594;1,66738494;0,978495091;0,947025013;1,27529162;1,570925579;1,273909076;0,62616243;0,563731612;0,449135649;0,576720879;0,242721369;0,102811636;-0,21083728;-1,781631882;-1,939786984;-2,841772464;-3,271124181;-2,762845152;-2,688506225;-2,436845943;-2,553625724;-2,063118549;-0,778442939;-0,338781658;-0,895729287;0,914618536;1,119470183;1,497592266;1,916651378;2,131628243;2,498951459;2,762109553;3,036901391;4,12249609;3,584594969;3,551190038;3,815587214;1,816487918;2,262312795;1,904356773;1,945662122;2,057771789;2,063618029;2,250399137;1,793493763;1,890094347;2,346226704;2,411869402;1,37853986;0,504407734;0,792571503;0,797242699;0,704271171;0,209470244;-0,070115143;0,155960723;-0,217177674;-0,610522706;-0,222265185;-0,156690693;-0,433987616;-0,053298995;-0,014795391;-0,317875435;-0,309636628;-0,318751711;-0,495574205;-0,604409646;-0,462936246;-0,746359512;-0,732702843;-0,992717877;-0,883528745
-2,743780352;-1,354826285;0,087669491;1,446334455;2,941754486;4,107854309;4,992190518;6,100941726;7,169933683;6,885259727;7,991845161;8,522782595;1,412225724;1,870950865;2,137662486;2,384215506;2,284087731;2,329584683;2,668990098;2,358293624;1,950175555;2,199752528;1,635147365;1,582508594;1,233308486;0,978495091;0,947025013;1,27529162;1,570925579;1,273909076;0,62616243;0,563731612;0,449135649;0,576720879;0,242721369;0,102811636;-1,313240709;-1,781631882;-1,939786984;-2,841772464;-3,271124181;-2,762845152;-2,688506225;-2,436845943;-2,553625724;-2,063118549;-0,778442939;-0,338781658;0,482954285;0,914618536;1,119470183;1,497592266;1,916651378;2,131628243;2,498951459;2,762109553;3,036901391;4,12249609;3,584594969;3,551190038;1,501665106;1,816487918;2,262312795;1,904356773;1,945662122;2,057771789;2,063618029;2,250399137;1,793493763;1,890094347;2,346226704;2,411869402;0,419625968;0,504407734;0,792571503;0,797242699;0,704271171;0,209470244;-0,070115143;0,155960723;-0,217177674;-0,610522706;-0,222265185;-0,156690693;0,14721993;-0,053298995;-0,014795391;-0,317875435;-0,309636628;-0,318751711;-0,495574205;-0,604409646;-0,462936246;-0,746359512;-0,732702843;-0,992717877
-3,828632148;-2,743780352;-1,354826285;0,087669491;1,446334455;2,941754486;4,107854309;4,992190518;6,100941726;7,169933683;6,885259727;7,991845161;1,210591036;1,412225724;1,870950865;2,137662486;2,384215506;2,284087731;2,329584683;2,668990098;2,358293624;1,950175555;2,199752528;1,635147365;1,08400806;1,233308486;0,978495091;0,947025013;1,27529162;1,570925579;1,273909076;0,62616243;0,563731612;0,449135649;0,576720879;0,242721369;-0,935385522;-1,313240709;-1,781631882;-1,939786984;-2,841772464;-3,271124181;-2,762845152;-2,688506225;-2,436845943;-2,553625724;-2,063118549;-0,778442939;0,057608305;0,482954285;0,914618536;1,119470183;1,497592266;1,916651378;2,131628243;2,498951459;2,762109553;3,036901391;4,12249609;3,584594969;1,069768452;1,501665106;1,816487918;2,262312795;1,904356773;1,945662122;2,057771789;2,063618029;2,250399137;1,793493763;1,890094347;2,346226704;0,382620586;0,419625968;0,504407734;0,792571503;0,797242699;0,704271171;0,209470244;-0,070115143;0,155960723;-0,217177674;-0,610522706;-0,222265185;0,134729425;0,14721993;-0,053298995;-0,014795391;-0,317875435;-0,309636628;-0,318751711;-0,495574205;-0,604409646;-0,462936246;-0,746359512;-0,732702843
-4,746496288;-3,828632148;-2,743780352;-1,354826285;0,087669491;1,446334455;2,941754486;4,107854309;4,992190518;6,100941726;7,169933683;6,885259727;1,074824402;1,210591036;1,412225724;1,870950865;2,137662486;2,384215506;2,284087731;2,329584683;2,668990098;2,358293624;1,950175555;2,199752528;1,004244315;1,08400806;1,233308486;0,978495091;0,947025013;1,27529162;1,570925579;1,273909076;0,62616243;0,563731612;0,449135649;0,576720879;-0,607995781;-0,935385522;-1,313240709;-1,781631882;-1,939786984;-2,841772464;-3,271124181;-2,762845152;-2,688506225;-2,436845943;-2,553625724;-2,063118549;-0,270099923;0,057608305;0,482954285;0,914618536;1,119470183;1,497592266;1,916651378;2,131628243;2,498951459;2,762109553;3,036901391;4,12249609;0,841879461;1,069768452;1,501665106;1,816487918;2,262312795;1,904356773;1,945662122;2,057771789;2,063618029;2,250399137;1,793493763;1,890094347;0,497094316;0,382620586;0,419625968;0,504407734;0,792571503;0,797242699;0,704271171;0,209470244;-0,070115143;0,155960723;-0,217177674;-0,610522706;-0,176755167;0,134729425;0,14721993;-0,053298995;-0,014795391;-0,317875435;-0,309636628;-0,318751711;-0,495574205;-0,604409646;-0,462936246;-0,746359512
-5,185711517;-4,746496288;-3,828632148;-2,743780352;-1,354826285;0,087669491;1,446334455;2,941754486;4,107854309;4,992190518;6,100941726;7,169933683;0,83276895;1,074824402;1,210591036;1,412225724;1,870950865;2,137662486;2,384215506;2,284087731;2,329584683;2,668990098;2,358293624;1,950175555;0,824267111;1,004244315;1,08400806;1,233308486;0,978495091;0,947025013;1,27529162;1,570925579;1,273909076;0,62616243;0,563731612;0,449135649;-0,514386959;-0,607995781;-0,935385522;-1,313240709;-1,781631882;-1,939786984;-2,841772464;-3,271124181;-2,762845152;-2,688506225;-2,436845943;-2,553625724;-0,459616163;-0,270099923;0,057608305;0,482954285;0,914618536;1,119470183;1,497592266;1,916651378;2,131628243;2,498951459;2,762109553;3,036901391;0,588926327;0,841879461;1,069768452;1,501665106;1,816487918;2,262312795;1,904356773;1,945662122;2,057771789;2,063618029;2,250399137;1,793493763;0,605404862;0,497094316;0,382620586;0,419625968;0,504407734;0,792571503;0,797242699;0,704271171;0,209470244;-0,070115143;0,155960723;-0,217177674;-0,340032069;-0,176755167;0,134729425;0,14721993;-0,053298995;-0,014795391;-0,317875435;-0,309636628;-0,318751711;-0,495574205;-0,604409646;-0,462936246
-5,940329409;-5,185711517;-4,746496288;-3,828632148;-2,743780352;-1,354826285;0,087669491;1,446334455;2,941754486;4,107854309;4,992190518;6,100941726;0,615481852;0,83276895;1,074824402;1,210591036;1,412225724;1,870950865;2,137662486;2,384215506;2,284087731;2,329584683;2,668990098;2,358293624;0,650732772;0,824267111;1,004244315;1,08400806;1,233308486;0,978495091;0,947025013;1,27529162;1,570925579;1,273909076;0,62616243;0,563731612;-0,685107554;-0,514386959;-0,607995781;-0,935385522;-1,313240709;-1,781631882;-1,939786984;-2,841772464;-3,271124181;-2,762845152;-2,688506225;-2,436845943;-0,519015027;-0,459616163;-0,270099923;0,057608305;0,482954285;0,914618536;1,119470183;1,497592266;1,916651378;2,131628243;2,498951459;2,762109553;0,037276215;0,588926327;0,841879461;1,069768452;1,501665106;1,816487918;2,262312795;1,904356773;1,945662122;2,057771789;2,063618029;2,250399137;0,26145333;0,605404862;0,497094316;0,382620586;0,419625968;0,504407734;0,792571503;0,797242699;0,704271171;0,209470244;-0,070115143;0,155960723;-0,358483538;-0,340032069;-0,176755167;0,134729425;0,14721993;-0,053298995;-0,014795391;-0,317875435;-0,309636628;-0,318751711;-0,495574205;-0,604409646
-6,101055714;-5,940329409;-5,185711517;-4,746496288;-3,828632148;-2,743780352;-1,354826285;0,087669491;1,446334455;2,941754486;4,107854309;4,992190518;0,096546772;0,615481852;0,83276895;1,074824402;1,210591036;1,412225724;1,870950865;2,137662486;2,384215506;2,284087731;2,329584683;2,668990098;0,602974182;0,650732772;0,824267111;1,004244315;1,08400806;1,233308486;0,978495091;0,947025013;1,27529162;1,570925579;1,273909076;0,62616243;-0,431667298;-0,685107554;-0,514386959;-0,607995781;-0,935385522;-1,313240709;-1,781631882;-1,939786984;-2,841772464;-3,271124181;-2,762845152;-2,688506225;-0,900370793;-0,519015027;-0,459616163;-0,270099923;0,057608305;0,482954285;0,914618536;1,119470183;1,497592266;1,916651378;2,131628243;2,498951459;-0,198069107;0,037276215;0,588926327;0,841879461;1,069768452;1,501665106;1,816487918;2,262312795;1,904356773;1,945662122;2,057771789;2,063618029;0,11407603;0,26145333;0,605404862;0,497094316;0,382620586;0,419625968;0,504407734;0,792571503;0,797242699;0,704271171;0,209470244;-0,070115143;-0,00231405999999999;-0,358483538;-0,340032069;-0,176755167;0,134729425;0,14721993;-0,053298995;-0,014795391;-0,317875435;-0,309636628;-0,318751711;-0,495574205
-6,165014896;-6,101055714;-5,940329409;-5,185711517;-4,746496288;-3,828632148;-2,743780352;-1,354826285;0,087669491;1,446334455;2,941754486;4,107854309;-0,468727774;0,096546772;0,615481852;0,83276895;1,074824402;1,210591036;1,412225724;1,870950865;2,137662486;2,384215506;2,284087731;2,329584683;0,699613752;0,602974182;0,650732772;0,824267111;1,004244315;1,08400806;1,233308486;0,978495091;0,947025013;1,27529162;1,570925579;1,273909076;-0,17888246;-0,431667298;-0,685107554;-0,514386959;-0,607995781;-0,935385522;-1,313240709;-1,781631882;-1,939786984;-2,841772464;-3,271124181;-2,762845152;-1,196584293;-0,900370793;-0,519015027;-0,459616163;-0,270099923;0,057608305;0,482954285;0,914618536;1,119470183;1,497592266;1,916651378;2,131628243;-0,208301568;-0,198069107;0,037276215;0,588926327;0,841879461;1,069768452;1,501665106;1,816487918;2,262312795;1,904356773;1,945662122;2,057771789;0,14405504;0,11407603;0,26145333;0,605404862;0,497094316;0,382620586;0,419625968;0,504407734;0,792571503;0,797242699;0,704271171;0,209470244;-0,155439866;-0,00231405999999999;-0,358483538;-0,340032069;-0,176755167;0,134729425;0,14721993;-0,053298995;-0,014795391;-0,317875435;-0,309636628;-0,318751711
-6,263693703;-6,165014896;-6,101055714;-5,940329409;-5,185711517;-4,746496288;-3,828632148;-2,743780352;-1,354826285;0,087669491;1,446334455;2,941754486;-0,716966511;-0,468727774;0,096546772;0,615481852;0,83276895;1,074824402;1,210591036;1,412225724;1,870950865;2,137662486;2,384215506;2,284087731;0,600948571;0,699613752;0,602974182;0,650732772;0,824267111;1,004244315;1,08400806;1,233308486;0,978495091;0,947025013;1,27529162;1,570925579;0,349524375;-0,17888246;-0,431667298;-0,685107554;-0,514386959;-0,607995781;-0,935385522;-1,313240709;-1,781631882;-1,939786984;-2,841772464;-3,271124181;-1,554741715;-1,196584293;-0,900370793;-0,519015027;-0,459616163;-0,270099923;0,057608305;0,482954285;0,914618536;1,119470183;1,497592266;1,916651378;-0,04233358;-0,208301568;-0,198069107;0,037276215;0,588926327;0,841879461;1,069768452;1,501665106;1,816487918;2,262312795;1,904356773;1,945662122;0,131428975;0,14405504;0,11407603;0,26145333;0,605404862;0,497094316;0,382620586;0,419625968;0,504407734;0,792571503;0,797242699;0,704271171;-0,435808205;-0,155439866;-0,00231405999999999;-0,358483538;-0,340032069;-0,176755167;0,134729425;0,14721993;-0,053298995;-0,014795391;-0,317875435;-0,309636628
-6,114350791;-6,263693703;-6,165014896;-6,101055714;-5,940329409;-5,185711517;-4,746496288;-3,828632148;-2,743780352;-1,354826285;0,087669491;1,446334455;-0,929546298;-0,716966511;-0,468727774;0,096546772;0,615481852;0,83276895;1,074824402;1,210591036;1,412225724;1,870950865;2,137662486;2,384215506;0,53805283;0,600948571;0,699613752;0,602974182;0,650732772;0,824267111;1,004244315;1,08400806;1,233308486;0,978495091;0,947025013;1,27529162;0,227811741;0,349524375;-0,17888246;-0,431667298;-0,685107554;-0,514386959;-0,607995781;-0,935385522;-1,313240709;-1,781631882;-1,939786984;-2,841772464;-1,78448384;-1,554741715;-1,196584293;-0,900370793;-0,519015027;-0,459616163;-0,270099923;0,057608305;0,482954285;0,914618536;1,119470183;1,497592266;-0,351071434;-0,04233358;-0,208301568;-0,198069107;0,037276215;0,588926327;0,841879461;1,069768452;1,501665106;1,816487918;2,262312795;1,904356773;-0,085405855;0,131428975;0,14405504;0,11407603;0,26145333;0,605404862;0,497094316;0,382620586;0,419625968;0,504407734;0,792571503;0,797242699;-0,405919542;-0,435808205;-0,155439866;-0,00231405999999999;-0,358483538;-0,340032069;-0,176755167;0,134729425;0,14721993;-0,053298995;-0,014795391;-0,317875435
-5,576681866;-6,114350791;-6,263693703;-6,165014896;-6,101055714;-5,940329409;-5,185711517;-4,746496288;-3,828632148;-2,743780352;-1,354826285;0,087669491;-1,116148543;-0,929546298;-0,716966511;-0,468727774;0,096546772;0,615481852;0,83276895;1,074824402;1,210591036;1,412225724;1,870950865;2,137662486;0,367012501;0,53805283;0,600948571;0,699613752;0,602974182;0,650732772;0,824267111;1,004244315;1,08400806;1,233308486;0,978495091;0,947025013;0,147864911;0,227811741;0,349524375;-0,17888246;-0,431667298;-0,685107554;-0,514386959;-0,607995781;-0,935385522;-1,313240709;-1,781631882;-1,939786984;-1,781278166;-1,78448384;-1,554741715;-1,196584293;-0,900370793;-0,519015027;-0,459616163;-0,270099923;0,057608305;0,482954285;0,914618536;1,119470183;-0,488947271;-0,351071434;-0,04233358;-0,208301568;-0,198069107;0,037276215;0,588926327;0,841879461;1,069768452;1,501665106;1,816487918;2,262312795;-0,153645016;-0,085405855;0,131428975;0,14405504;0,11407603;0,26145333;0,605404862;0,497094316;0,382620586;0,419625968;0,504407734;0,792571503;-0,65141484;-0,405919542;-0,435808205;-0,155439866;-0,00231405999999999;-0,358483538;-0,340032069;-0,176755167;0,134729425;0,14721993;-0,053298995;-0,014795391
-5,241911368;-5,576681866;-6,114350791;-6,263693703;-6,165014896;-6,101055714;-5,940329409;-5,185711517;-4,746496288;-3,828632148;-2,743780352;-1,354826285;-1,018818013;-1,116148543;-0,929546298;-0,716966511;-0,468727774;0,096546772;0,615481852;0,83276895;1,074824402;1,210591036;1,412225724;1,870950865;0,249390058;0,367012501;0,53805283;0,600948571;0,699613752;0,602974182;0,650732772;0,824267111;1,004244315;1,08400806;1,233308486;0,978495091;-0,409281421;0,147864911;0,227811741;0,349524375;-0,17888246;-0,431667298;-0,685107554;-0,514386959;-0,607995781;-0,935385522;-1,313240709;-1,781631882;-1,492351833;-1,781278166;-1,78448384;-1,554741715;-1,196584293;-0,900370793;-0,519015027;-0,459616163;-0,270099923;0,057608305;0,482954285;0,914618536;-0,732798138;-0,488947271;-0,351071434;-0,04233358;-0,208301568;-0,198069107;0,037276215;0,588926327;0,841879461;1,069768452;1,501665106;1,816487918;0,336382026;-0,153645016;-0,085405855;0,131428975;0,14405504;0,11407603;0,26145333;0,605404862;0,497094316;0,382620586;0,419625968;0,504407734;-0,677710219;-0,65141484;-0,405919542;-0,435808205;-0,155439866;-0,00231405999999999;-0,358483538;-0,340032069;-0,176755167;0,134729425;0,14721993;-0,053298995
-4,419131427;-5,241911368;-5,576681866;-6,114350791;-6,263693703;-6,165014896;-6,101055714;-5,940329409;-5,185711517;-4,746496288;-3,828632148;-2,743780352;-1,262578769;-1,018818013;-1,116148543;-0,929546298;-0,716966511;-0,468727774;0,096546772;0,615481852;0,83276895;1,074824402;1,210591036;1,412225724;0,043852994;0,249390058;0,367012501;0,53805283;0,600948571;0,699613752;0,602974182;0,650732772;0,824267111;1,004244315;1,08400806;1,233308486;-0,323281367;-0,409281421;0,147864911;0,227811741;0,349524375;-0,17888246;-0,431667298;-0,685107554;-0,514386959;-0,607995781;-0,935385522;-1,313240709;-1,69462519;-1,492351833;-1,781278166;-1,78448384;-1,554741715;-1,196584293;-0,900370793;-0,519015027;-0,459616163;-0,270099923;0,057608305;0,482954285;-0,515152491;-0,732798138;-0,488947271;-0,351071434;-0,04233358;-0,208301568;-0,198069107;0,037276215;0,588926327;0,841879461;1,069768452;1,501665106;0,346962288;0,336382026;-0,153645016;-0,085405855;0,131428975;0,14405504;0,11407603;0,26145333;0,605404862;0,497094316;0,382620586;0,419625968;-0,888564046;-0,677710219;-0,65141484;-0,405919542;-0,435808205;-0,155439866;-0,00231405999999999;-0,358483538;-0,340032069;-0,176755167;0,134729425;0,14721993
-3,936487594;-4,419131427;-5,241911368;-5,576681866;-6,114350791;-6,263693703;-6,165014896;-6,101055714;-5,940329409;-5,185711517;-4,746496288;-3,828632148;-1,160424557;-1,262578769;-1,018818013;-1,116148543;-0,929546298;-0,716966511;-0,468727774;0,096546772;0,615481852;0,83276895;1,074824402;1,210591036;-0,017708694;0,043852994;0,249390058;0,367012501;0,53805283;0,600948571;0,699613752;0,602974182;0,650732772;0,824267111;1,004244315;1,08400806;-0,480981803;-0,323281367;-0,409281421;0,147864911;0,227811741;0,349524375;-0,17888246;-0,431667298;-0,685107554;-0,514386959;-0,607995781;-0,935385522;-1,610587448;-1,69462519;-1,492351833;-1,781278166;-1,78448384;-1,554741715;-1,196584293;-0,900370793;-0,519015027;-0,459616163;-0,270099923;0,057608305;-0,352769091;-0,515152491;-0,732798138;-0,488947271;-0,351071434;-0,04233358;-0,208301568;-0,198069107;0,037276215;0,588926327;0,841879461;1,069768452;0,029174091;0,346962288;0,336382026;-0,153645016;-0,085405855;0,131428975;0,14405504;0,11407603;0,26145333;0,605404862;0,497094316;0,382620586;-1,281869255;-0,888564046;-0,677710219;-0,65141484;-0,405919542;-0,435808205;-0,155439866;-0,00231405999999999;-0,358483538;-0,340032069;-0,176755167;0,134729425
-3,493909392;-3,936487594;-4,419131427;-5,241911368;-5,576681866;-6,114350791;-6,263693703;-6,165014896;-6,101055714;-5,940329409;-5,185711517;-4,746496288;-1,020435845;-1,160424557;-1,262578769;-1,018818013;-1,116148543;-0,929546298;-0,716966511;-0,468727774;0,096546772;0,615481852;0,83276895;1,074824402;0,063473469;-0,017708694;0,043852994;0,249390058;0,367012501;0,53805283;0,600948571;0,699613752;0,602974182;0,650732772;0,824267111;1,004244315;-1,236424331;-0,480981803;-0,323281367;-0,409281421;0,147864911;0,227811741;0,349524375;-0,17888246;-0,431667298;-0,685107554;-0,514386959;-0,607995781;-1,343958471;-1,610587448;-1,69462519;-1,492351833;-1,781278166;-1,78448384;-1,554741715;-1,196584293;-0,900370793;-0,519015027;-0,459616163;-0,270099923;-0,484198147;-0,352769091;-0,515152491;-0,732798138;-0,488947271;-0,351071434;-0,04233358;-0,208301568;-0,198069107;0,037276215;0,588926327;0,841879461;-0,130546279;0,029174091;0,346962288;0,336382026;-0,153645016;-0,085405855;0,131428975;0,14405504;0,11407603;0,26145333;0,605404862;0,497094316;-1,322777462;-1,281869255;-0,888564046;-0,677710219;-0,65141484;-0,405919542;-0,435808205;-0,155439866;-0,00231405999999999;-0,358483538;-0,340032069;-0,176755167
-2,91141742;-3,493909392;-3,936487594;-4,419131427;-5,241911368;-5,576681866;-6,114350791;-6,263693703;-6,165014896;-6,101055714;-5,940329409;-5,185711517;-0,913041629;-1,020435845;-1,160424557;-1,262578769;-1,018818013;-1,116148543;-0,929546298;-0,716966511;-0,468727774;0,096546772;0,615481852;0,83276895;0,150526569;0,063473469;-0,017708694;0,043852994;0,249390058;0,367012501;0,53805283;0,600948571;0,699613752;0,602974182;0,650732772;0,824267111;-1,569751779;-1,236424331;-0,480981803;-0,323281367;-0,409281421;0,147864911;0,227811741;0,349524375;-0,17888246;-0,431667298;-0,685107554;-0,514386959;-1,197543503;-1,343958471;-1,610587448;-1,69462519;-1,492351833;-1,781278166;-1,78448384;-1,554741715;-1,196584293;-0,900370793;-0,519015027;-0,459616163;-0,365704369;-0,484198147;-0,352769091;-0,515152491;-0,732798138;-0,488947271;-0,351071434;-0,04233358;-0,208301568;-0,198069107;0,037276215;0,588926327;-0,454256523;-0,130546279;0,029174091;0,346962288;0,336382026;-0,153645016;-0,085405855;0,131428975;0,14405504;0,11407603;0,26145333;0,605404862;-1,451471465;-1,322777462;-1,281869255;-0,888564046;-0,677710219;-0,65141484;-0,405919542;-0,435808205;-0,155439866;-0,00231405999999999;-0,358483538;-0,340032069
-2,163436676;-2,91141742;-3,493909392;-3,936487594;-4,419131427;-5,241911368;-5,576681866;-6,114350791;-6,263693703;-6,165014896;-6,101055714;-5,940329409;-1,096467641;-0,913041629;-1,020435845;-1,160424557;-1,262578769;-1,018818013;-1,116148543;-0,929546298;-0,716966511;-0,468727774;0,096546772;0,615481852;0,169906463;0,150526569;0,063473469;-0,017708694;0,043852994;0,249390058;0,367012501;0,53805283;0,600948571;0,699613752;0,602974182;0,650732772;-1,606687629;-1,569751779;-1,236424331;-0,480981803;-0,323281367;-0,409281421;0,147864911;0,227811741;0,349524375;-0,17888246;-0,431667298;-0,685107554;-1,475761336;-1,197543503;-1,343958471;-1,610587448;-1,69462519;-1,492351833;-1,781278166;-1,78448384;-1,554741715;-1,196584293;-0,900370793;-0,519015027;-0,18274834;-0,365704369;-0,484198147;-0,352769091;-0,515152491;-0,732798138;-0,488947271;-0,351071434;-0,04233358;-0,208301568;-0,198069107;0,037276215;-0,188960375;-0,454256523;-0,130546279;0,029174091;0,346962288;0,336382026;-0,153645016;-0,085405855;0,131428975;0,14405504;0,11407603;0,26145333;-1,656008615;-1,451471465;-1,322777462;-1,281869255;-0,888564046;-0,677710219;-0,65141484;-0,405919542;-0,435808205;-0,155439866;-0,00231405999999999;-0,358483538
-1,62078496;-2,163436676;-2,91141742;-3,493909392;-3,936487594;-4,419131427;-5,241911368;-5,576681866;-6,114350791;-6,263693703;-6,165014896;-6,101055714;-0,675148307;-1,096467641;-0,913041629;-1,020435845;-1,160424557;-1,262578769;-1,018818013;-1,116148543;-0,929546298;-0,716966511;-0,468727774;0,096546772;0,178653851;0,169906463;0,150526569;0,063473469;-0,017708694;0,043852994;0,249390058;0,367012501;0,53805283;0,600948571;0,699613752;0,602974182;-1,473667711;-1,606687629;-1,569751779;-1,236424331;-0,480981803;-0,323281367;-0,409281421;0,147864911;0,227811741;0,349524375;-0,17888246;-0,431667298;-1,308040906;-1,475761336;-1,197543503;-1,343958471;-1,610587448;-1,69462519;-1,492351833;-1,781278166;-1,78448384;-1,554741715;-1,196584293;-0,900370793;0,379974298;-0,18274834;-0,365704369;-0,484198147;-0,352769091;-0,515152491;-0,732798138;-0,488947271;-0,351071434;-0,04233358;-0,208301568;-0,198069107;0,044577747;-0,188960375;-0,454256523;-0,130546279;0,029174091;0,346962288;0,336382026;-0,153645016;-0,085405855;0,131428975;0,14405504;0,11407603;-1,862582889;-1,656008615;-1,451471465;-1,322777462;-1,281869255;-0,888564046;-0,677710219;-0,65141484;-0,405919542;-0,435808205;-0,155439866;-0,00231405999999999
