"Y";"Y_L1";"Y_L2";"Y_L3";"Y_L4";"Y_L5";"Y_L6";"Y_L7";"Y_L8";"Y_L9";"Y_L10";"Y_L11";"F1";"F1_L1";"F1_L2";"F1_L3";"F1_L4";"F1_L5";"F1_L6";"F1_L7";"F1_L8";"F1_L9";"F1_L10";"F1_L11";"F2";"F2_L1";"F2_L2";"F2_L3";"F2_L4";"F2_L5";"F2_L6";"F2_L7";"F2_L8";"F2_L9";"F2_L10";"F2_L11";"F3";"F3_L1";"F3_L2";"F3_L3";"F3_L4";"F3_L5";"F3_L6";"F3_L7";"F3_L8";"F3_L9";"F3_L10";"F3_L11";"F4";"F4_L1";"F4_L2";"F4_L3";"F4_L4";"F4_L5";"F4_L6";"F4_L7";"F4_L8";"F4_L9";"F4_L10";"F4_L11";"F5";"F5_L1";"F5_L2";"F5_L3";"F5_L4";"F5_L5";"F5_L6";"F5_L7";"F5_L8";"F5_L9";"F5_L10";"F5_L11";"F6";"F6_L1";"F6_L2";"F6_L3";"F6_L4";"F6_L5";"F6_L6";"F6_L7";"F6_L8";"F6_L9";"F6_L10";"F6_L11";"F7";"F7_L1";"F7_L2";"F7_L3";"F7_L4";"F7_L5";"F7_L6";"F7_L7";"F7_L8";"F7_L9";"F7_L10";"F7_L11";"F8";"F8_L1";"F8_L2";"F8_L3";"F8_L4";"F8_L5";"F8_L6";"F8_L7";"F8_L8";"F8_L9";"F8_L10";"F8_L11";"MEU1";"MEU1_L1";"MEU1_L2";"MEU1_L3";"MEU1_L4";"MEU1_L5";"MEU1_L6";"MEU1_L7";"MEU1_L8";"MEU1_L9";"MEU1_L10";"MEU1_L11";"MEU3";"MEU3_L1";"MEU3_L2";"MEU3_L3";"MEU3_L4";"MEU3_L5";"MEU3_L6";"MEU3_L7";"MEU3_L8";"MEU3_L9";"MEU3_L10";"MEU3_L11";"MEU12";"MEU12_L1";"MEU12_L2";"MEU12_L3";"MEU12_L4";"MEU12_L5";"MEU12_L6";"MEU12_L7";"MEU12_L8";"MEU12_L9";"MEU12_L10";"MEU12_L11";"FEU1";"FEU1_L1";"FEU1_L2";"FEU1_L3";"FEU1_L4";"FEU1_L5";"FEU1_L6";"FEU1_L7";"FEU1_L8";"FEU1_L9";"FEU1_L10";"FEU1_L11";"FEU3";"FEU3_L1";"FEU3_L2";"FEU3_L3";"FEU3_L4";"FEU3_L5";"FEU3_L6";"FEU3_L7";"FEU3_L8";"FEU3_L9";"FEU3_L10";"FEU3_L11";"FEU12";"FEU12_L1";"FEU12_L2";"FEU12_L3";"FEU12_L4";"FEU12_L5";"FEU12_L6";"FEU12_L7";"FEU12_L8";"FEU12_L9";"FEU12_L10";"FEU12_L11"
-0,024;0,224;-0,26;0,169;-0,417;-0,054;-0,35;-0,694;-0,472;-0,073;0,852;0,466;-1,053301582;-0,941988045;-0,880398248;-0,484235398;0,316313952;0,785950022;1,717807121;2,018858579;2,124180283;1,621098647;1,196602334;1,191869596;0,562742871;0,776806411;0,817037762;0,824873749;0,729484649;0,649995679;0,517290155;0,254820062;0,239762825;0,208410589;0,260255456;0,042676787;0,782857712;0,667567515;0,903490479;0,916387272;0,7115083;0,581246415;0,269114619;0,277446388;-0,099197714;-0,029617487;-0,09675695;-0,073352779;0,13598806;0,127706231;0,126474722;-0,054297618;-0,043978744;-0,180283393;-0,081466219;-0,125765876;0,062508807;0,184806475;0,113830448;-0,058170472;-0,200947949;0,000896676000000002;0,257455436;0,375386812;0,336899218;0,175384971;-0,186105452;-0,474241931;-0,386133568;-0,120456267;0,108860052;0,11207349;0,150537367;0,195258875;0,306933023;0,456745769;0,740585358;0,884546587;0,929643922;0,902415478;0,905889327;0,856886447;0,618776056;0,390483785;-0,34723736;-0,644828714;-0,668699457;-0,423028927;-0,235944091;0,162981916;0,079095336;0,303077666;-0,133801633;-0,135254779;-0,403455226;-0,22881308;-0,187057008;-0,29589974;0,268446851;0,163546491;0,330244563;-0,238893568;-0,088961914;-0,353297512;-0,343358094;-0,417554121;-0,28345307;-0,263053844;1,887279748;1,917418594;1,958024874;1,98055599;1,991910993;1,993353408;2,012299026;2,012897858;1,98029501;1,924285919;1,876631282;1,847567596;2,274511951;2,296945211;2,326489879;2,347157673;2,360118446;2,364191318;2,371291323;2,362040063;2,328792904;2,281553215;2,240920149;2,21588959;2,612589853;2,621505944;2,632243771;2,644678774;2,655449949;2,660527879;2,657900793;2,645062577;2,624828702;2,602110522;2,582847995;2,570981292;2,447306523;2,465106378;2,487927201;2,509699027;2,552616089;2,608877696;2,635726662;2,64815953;2,650026758;2,690750963;2,706580281;2,697562021;2,631556808;2,644276348;2,660786235;2,677592322;2,710524732;2,753667998;2,775562973;2,787108916;2,7897064;2,818477265;2,827926843;2,821074031;2,880845848;2,883154526;2,886796558;2,891436247;2,900810316;2,913629171;2,921693483;2,927035643;2,928928947;2,936008475;2,937693138;2,93606375
0,019;-0,024;0,224;-0,26;0,169;-0,417;-0,054;-0,35;-0,694;-0,472;-0,073;0,852;-0,579910315;-1,053301582;-0,941988045;-0,880398248;-0,484235398;0,316313952;0,785950022;1,717807121;2,018858579;2,124180283;1,621098647;1,196602334;0,334272899;0,562742871;0,776806411;0,817037762;0,824873749;0,729484649;0,649995679;0,517290155;0,254820062;0,239762825;0,208410589;0,260255456;0,56354137;0,782857712;0,667567515;0,903490479;0,916387272;0,7115083;0,581246415;0,269114619;0,277446388;-0,099197714;-0,029617487;-0,09675695;0,096664794;0,13598806;0,127706231;0,126474722;-0,054297618;-0,043978744;-0,180283393;-0,081466219;-0,125765876;0,062508807;0,184806475;0,113830448;-0,583581474;-0,200947949;0,000896676000000002;0,257455436;0,375386812;0,336899218;0,175384971;-0,186105452;-0,474241931;-0,386133568;-0,120456267;0,108860052;-0,026365745;0,150537367;0,195258875;0,306933023;0,456745769;0,740585358;0,884546587;0,929643922;0,902415478;0,905889327;0,856886447;0,618776056;-0,139202762;-0,34723736;-0,644828714;-0,668699457;-0,423028927;-0,235944091;0,162981916;0,079095336;0,303077666;-0,133801633;-0,135254779;-0,403455226;-0,117796039;-0,187057008;-0,29589974;0,268446851;0,163546491;0,330244563;-0,238893568;-0,088961914;-0,353297512;-0,343358094;-0,417554121;-0,28345307;1,871675065;1,887279748;1,917418594;1,958024874;1,98055599;1,991910993;1,993353408;2,012299026;2,012897858;1,98029501;1,924285919;1,876631282;2,260240312;2,274511951;2,296945211;2,326489879;2,347157673;2,360118446;2,364191318;2,371291323;2,362040063;2,328792904;2,281553215;2,240920149;2,603087354;2,612589853;2,621505944;2,632243771;2,644678774;2,655449949;2,660527879;2,657900793;2,645062577;2,624828702;2,602110522;2,582847995;2,439583984;2,447306523;2,465106378;2,487927201;2,509699027;2,552616089;2,608877696;2,635726662;2,64815953;2,650026758;2,690750963;2,706580281;2,626392051;2,631556808;2,644276348;2,660786235;2,677592322;2,710524732;2,753667998;2,775562973;2,787108916;2,7897064;2,818477265;2,827926843;2,880728817;2,880845848;2,883154526;2,886796558;2,891436247;2,900810316;2,913629171;2,921693483;2,927035643;2,928928947;2,936008475;2,937693138
-0,078;0,019;-0,024;0,224;-0,26;0,169;-0,417;-0,054;-0,35;-0,694;-0,472;-0,073;-0,965157904;-0,579910315;-1,053301582;-0,941988045;-0,880398248;-0,484235398;0,316313952;0,785950022;1,717807121;2,018858579;2,124180283;1,621098647;0,211633509;0,334272899;0,562742871;0,776806411;0,817037762;0,824873749;0,729484649;0,649995679;0,517290155;0,254820062;0,239762825;0,208410589;0,687426475;0,56354137;0,782857712;0,667567515;0,903490479;0,916387272;0,7115083;0,581246415;0,269114619;0,277446388;-0,099197714;-0,029617487;0,009192194;0,096664794;0,13598806;0,127706231;0,126474722;-0,054297618;-0,043978744;-0,180283393;-0,081466219;-0,125765876;0,062508807;0,184806475;-0,322254609;-0,583581474;-0,200947949;0,000896676000000002;0,257455436;0,375386812;0,336899218;0,175384971;-0,186105452;-0,474241931;-0,386133568;-0,120456267;-0,088422628;-0,026365745;0,150537367;0,195258875;0,306933023;0,456745769;0,740585358;0,884546587;0,929643922;0,902415478;0,905889327;0,856886447;-0,018443752;-0,139202762;-0,34723736;-0,644828714;-0,668699457;-0,423028927;-0,235944091;0,162981916;0,079095336;0,303077666;-0,133801633;-0,135254779;0,023297155;-0,117796039;-0,187057008;-0,29589974;0,268446851;0,163546491;0,330244563;-0,238893568;-0,088961914;-0,353297512;-0,343358094;-0,417554121;1,867280926;1,871675065;1,887279748;1,917418594;1,958024874;1,98055599;1,991910993;1,993353408;2,012299026;2,012897858;1,98029501;1,924285919;2,252238813;2,260240312;2,274511951;2,296945211;2,326489879;2,347157673;2,360118446;2,364191318;2,371291323;2,362040063;2,328792904;2,281553215;2,592199385;2,603087354;2,612589853;2,621505944;2,632243771;2,644678774;2,655449949;2,660527879;2,657900793;2,645062577;2,624828702;2,602110522;2,451883964;2,439583984;2,447306523;2,465106378;2,487927201;2,509699027;2,552616089;2,608877696;2,635726662;2,64815953;2,650026758;2,690750963;2,636173632;2,626392051;2,631556808;2,644276348;2,660786235;2,677592322;2,710524732;2,753667998;2,775562973;2,787108916;2,7897064;2,818477265;2,884744681;2,880728817;2,880845848;2,883154526;2,886796558;2,891436247;2,900810316;2,913629171;2,921693483;2,927035643;2,928928947;2,936008475
0,432;-0,078;0,019;-0,024;0,224;-0,26;0,169;-0,417;-0,054;-0,35;-0,694;-0,472;-1,046831803;-0,965157904;-0,579910315;-1,053301582;-0,941988045;-0,880398248;-0,484235398;0,316313952;0,785950022;1,717807121;2,018858579;2,124180283;0,282757291;0,211633509;0,334272899;0,562742871;0,776806411;0,817037762;0,824873749;0,729484649;0,649995679;0,517290155;0,254820062;0,239762825;0,617219575;0,687426475;0,56354137;0,782857712;0,667567515;0,903490479;0,916387272;0,7115083;0,581246415;0,269114619;0,277446388;-0,099197714;-0,060558448;0,009192194;0,096664794;0,13598806;0,127706231;0,126474722;-0,054297618;-0,043978744;-0,180283393;-0,081466219;-0,125765876;0,062508807;-0,1290081;-0,322254609;-0,583581474;-0,200947949;0,000896676000000002;0,257455436;0,375386812;0,336899218;0,175384971;-0,186105452;-0,474241931;-0,386133568;-0,171350163;-0,088422628;-0,026365745;0,150537367;0,195258875;0,306933023;0,456745769;0,740585358;0,884546587;0,929643922;0,902415478;0,905889327;-0,105125154;-0,018443752;-0,139202762;-0,34723736;-0,644828714;-0,668699457;-0,423028927;-0,235944091;0,162981916;0,079095336;0,303077666;-0,133801633;-0,090377774;0,023297155;-0,117796039;-0,187057008;-0,29589974;0,268446851;0,163546491;0,330244563;-0,238893568;-0,088961914;-0,353297512;-0,343358094;1,858170704;1,867280926;1,871675065;1,887279748;1,917418594;1,958024874;1,98055599;1,991910993;1,993353408;2,012299026;2,012897858;1,98029501;2,239761233;2,252238813;2,260240312;2,274511951;2,296945211;2,326489879;2,347157673;2,360118446;2,364191318;2,371291323;2,362040063;2,328792904;2,577891292;2,592199385;2,603087354;2,612589853;2,621505944;2,632243771;2,644678774;2,655449949;2,660527879;2,657900793;2,645062577;2,624828702;2,475635098;2,451883964;2,439583984;2,447306523;2,465106378;2,487927201;2,509699027;2,552616089;2,608877696;2,635726662;2,64815953;2,650026758;2,654778671;2,636173632;2,626392051;2,631556808;2,644276348;2,660786235;2,677592322;2,710524732;2,753667998;2,775562973;2,787108916;2,7897064;2,891437717;2,884744681;2,880728817;2,880845848;2,883154526;2,886796558;2,891436247;2,900810316;2,913629171;2,921693483;2,927035643;2,928928947
0,731;0,432;-0,078;0,019;-0,024;0,224;-0,26;0,169;-0,417;-0,054;-0,35;-0,694;-1,422430811;-1,046831803;-0,965157904;-0,579910315;-1,053301582;-0,941988045;-0,880398248;-0,484235398;0,316313952;0,785950022;1,717807121;2,018858579;0,432641551;0,282757291;0,211633509;0,334272899;0,562742871;0,776806411;0,817037762;0,824873749;0,729484649;0,649995679;0,517290155;0,254820062;0,685040123;0,617219575;0,687426475;0,56354137;0,782857712;0,667567515;0,903490479;0,916387272;0,7115083;0,581246415;0,269114619;0,277446388;-0,007544613;-0,060558448;0,009192194;0,096664794;0,13598806;0,127706231;0,126474722;-0,054297618;-0,043978744;-0,180283393;-0,081466219;-0,125765876;0,121180922;-0,1290081;-0,322254609;-0,583581474;-0,200947949;0,000896676000000002;0,257455436;0,375386812;0,336899218;0,175384971;-0,186105452;-0,474241931;-0,127922555;-0,171350163;-0,088422628;-0,026365745;0,150537367;0,195258875;0,306933023;0,456745769;0,740585358;0,884546587;0,929643922;0,902415478;-0,220218489;-0,105125154;-0,018443752;-0,139202762;-0,34723736;-0,644828714;-0,668699457;-0,423028927;-0,235944091;0,162981916;0,079095336;0,303077666;0,022710015;-0,090377774;0,023297155;-0,117796039;-0,187057008;-0,29589974;0,268446851;0,163546491;0,330244563;-0,238893568;-0,088961914;-0,353297512;1,83458237;1,858170704;1,867280926;1,871675065;1,887279748;1,917418594;1,958024874;1,98055599;1,991910993;1,993353408;2,012299026;2,012897858;2,21913325;2,239761233;2,252238813;2,260240312;2,274511951;2,296945211;2,326489879;2,347157673;2,360118446;2,364191318;2,371291323;2,362040063;2,563226777;2,577891292;2,592199385;2,603087354;2,612589853;2,621505944;2,632243771;2,644678774;2,655449949;2,660527879;2,657900793;2,645062577;2,496483865;2,475635098;2,451883964;2,439583984;2,447306523;2,465106378;2,487927201;2,509699027;2,552616089;2,608877696;2,635726662;2,64815953;2,672440772;2,654778671;2,636173632;2,626392051;2,631556808;2,644276348;2,660786235;2,677592322;2,710524732;2,753667998;2,775562973;2,787108916;2,898967979;2,891437717;2,884744681;2,880728817;2,880845848;2,883154526;2,886796558;2,891436247;2,900810316;2,913629171;2,921693483;2,927035643
0,641;0,731;0,432;-0,078;0,019;-0,024;0,224;-0,26;0,169;-0,417;-0,054;-0,35;-0,825067632;-1,422430811;-1,046831803;-0,965157904;-0,579910315;-1,053301582;-0,941988045;-0,880398248;-0,484235398;0,316313952;0,785950022;1,717807121;0,233742366;0,432641551;0,282757291;0,211633509;0,334272899;0,562742871;0,776806411;0,817037762;0,824873749;0,729484649;0,649995679;0,517290155;0,323081961;0,685040123;0,617219575;0,687426475;0,56354137;0,782857712;0,667567515;0,903490479;0,916387272;0,7115083;0,581246415;0,269114619;0,115827738;-0,007544613;-0,060558448;0,009192194;0,096664794;0,13598806;0,127706231;0,126474722;-0,054297618;-0,043978744;-0,180283393;-0,081466219;-0,433433829;0,121180922;-0,1290081;-0,322254609;-0,583581474;-0,200947949;0,000896676000000002;0,257455436;0,375386812;0,336899218;0,175384971;-0,186105452;-0,254043077;-0,127922555;-0,171350163;-0,088422628;-0,026365745;0,150537367;0,195258875;0,306933023;0,456745769;0,740585358;0,884546587;0,929643922;0,003368345;-0,220218489;-0,105125154;-0,018443752;-0,139202762;-0,34723736;-0,644828714;-0,668699457;-0,423028927;-0,235944091;0,162981916;0,079095336;-0,110502609;0,022710015;-0,090377774;0,023297155;-0,117796039;-0,187057008;-0,29589974;0,268446851;0,163546491;0,330244563;-0,238893568;-0,088961914;1,817735161;1,83458237;1,858170704;1,867280926;1,871675065;1,887279748;1,917418594;1,958024874;1,98055599;1,991910993;1,993353408;2,012299026;2,205344592;2,21913325;2,239761233;2,252238813;2,260240312;2,274511951;2,296945211;2,326489879;2,347157673;2,360118446;2,364191318;2,371291323;2,552397523;2,563226777;2,577891292;2,592199385;2,603087354;2,612589853;2,621505944;2,632243771;2,644678774;2,655449949;2,660527879;2,657900793;2,534313271;2,496483865;2,475635098;2,451883964;2,439583984;2,447306523;2,465106378;2,487927201;2,509699027;2,552616089;2,608877696;2,635726662;2,703769995;2,672440772;2,654778671;2,636173632;2,626392051;2,631556808;2,644276348;2,660786235;2,677592322;2,710524732;2,753667998;2,775562973;2,910712378;2,898967979;2,891437717;2,884744681;2,880728817;2,880845848;2,883154526;2,886796558;2,891436247;2,900810316;2,913629171;2,921693483
-0,377;0,641;0,731;0,432;-0,078;0,019;-0,024;0,224;-0,26;0,169;-0,417;-0,054;-0,789349978;-0,825067632;-1,422430811;-1,046831803;-0,965157904;-0,579910315;-1,053301582;-0,941988045;-0,880398248;-0,484235398;0,316313952;0,785950022;0,223755096;0,233742366;0,432641551;0,282757291;0,211633509;0,334272899;0,562742871;0,776806411;0,817037762;0,824873749;0,729484649;0,649995679;0,235512697;0,323081961;0,685040123;0,617219575;0,687426475;0,56354137;0,782857712;0,667567515;0,903490479;0,916387272;0,7115083;0,581246415;0,15996787;0,115827738;-0,007544613;-0,060558448;0,009192194;0,096664794;0,13598806;0,127706231;0,126474722;-0,054297618;-0,043978744;-0,180283393;-0,566926171;-0,433433829;0,121180922;-0,1290081;-0,322254609;-0,583581474;-0,200947949;0,000896676000000002;0,257455436;0,375386812;0,336899218;0,175384971;-0,298805522;-0,254043077;-0,127922555;-0,171350163;-0,088422628;-0,026365745;0,150537367;0,195258875;0,306933023;0,456745769;0,740585358;0,884546587;-0,090828107;0,003368345;-0,220218489;-0,105125154;-0,018443752;-0,139202762;-0,34723736;-0,644828714;-0,668699457;-0,423028927;-0,235944091;0,162981916;-0,235168914;-0,110502609;0,022710015;-0,090377774;0,023297155;-0,117796039;-0,187057008;-0,29589974;0,268446851;0,163546491;0,330244563;-0,238893568;1,809829416;1,817735161;1,83458237;1,858170704;1,867280926;1,871675065;1,887279748;1,917418594;1,958024874;1,98055599;1,991910993;1,993353408;2,200458905;2,205344592;2,21913325;2,239761233;2,252238813;2,260240312;2,274511951;2,296945211;2,326489879;2,347157673;2,360118446;2,364191318;2,545761802;2,552397523;2,563226777;2,577891292;2,592199385;2,603087354;2,612589853;2,621505944;2,632243771;2,644678774;2,655449949;2,660527879;2,585195369;2,534313271;2,496483865;2,475635098;2,451883964;2,439583984;2,447306523;2,465106378;2,487927201;2,509699027;2,552616089;2,608877696;2,746015903;2,703769995;2,672440772;2,654778671;2,636173632;2,626392051;2,631556808;2,644276348;2,660786235;2,677592322;2,710524732;2,753667998;2,925736889;2,910712378;2,898967979;2,891437717;2,884744681;2,880728817;2,880845848;2,883154526;2,886796558;2,891436247;2,900810316;2,913629171
-0,693;-0,377;0,641;0,731;0,432;-0,078;0,019;-0,024;0,224;-0,26;0,169;-0,417;-0,670339652;-0,789349978;-0,825067632;-1,422430811;-1,046831803;-0,965157904;-0,579910315;-1,053301582;-0,941988045;-0,880398248;-0,484235398;0,316313952;0,010979766;0,223755096;0,233742366;0,432641551;0,282757291;0,211633509;0,334272899;0,562742871;0,776806411;0,817037762;0,824873749;0,729484649;0,224641433;0,235512697;0,323081961;0,685040123;0,617219575;0,687426475;0,56354137;0,782857712;0,667567515;0,903490479;0,916387272;0,7115083;0,05509042;0,15996787;0,115827738;-0,007544613;-0,060558448;0,009192194;0,096664794;0,13598806;0,127706231;0,126474722;-0,054297618;-0,043978744;-0,452784495;-0,566926171;-0,433433829;0,121180922;-0,1290081;-0,322254609;-0,583581474;-0,200947949;0,000896676000000002;0,257455436;0,375386812;0,336899218;-0,382906011;-0,298805522;-0,254043077;-0,127922555;-0,171350163;-0,088422628;-0,026365745;0,150537367;0,195258875;0,306933023;0,456745769;0,740585358;-0,067038774;-0,090828107;0,003368345;-0,220218489;-0,105125154;-0,018443752;-0,139202762;-0,34723736;-0,644828714;-0,668699457;-0,423028927;-0,235944091;-0,234841234;-0,235168914;-0,110502609;0,022710015;-0,090377774;0,023297155;-0,117796039;-0,187057008;-0,29589974;0,268446851;0,163546491;0,330244563;1,800312106;1,809829416;1,817735161;1,83458237;1,858170704;1,867280926;1,871675065;1,887279748;1,917418594;1,958024874;1,98055599;1,991910993;2,192633805;2,200458905;2,205344592;2,21913325;2,239761233;2,252238813;2,260240312;2,274511951;2,296945211;2,326489879;2,347157673;2,360118446;2,538454625;2,545761802;2,552397523;2,563226777;2,577891292;2,592199385;2,603087354;2,612589853;2,621505944;2,632243771;2,644678774;2,655449949;2,679858576;2,585195369;2,534313271;2,496483865;2,475635098;2,451883964;2,439583984;2,447306523;2,465106378;2,487927201;2,509699027;2,552616089;2,819870616;2,746015903;2,703769995;2,672440772;2,654778671;2,636173632;2,626392051;2,631556808;2,644276348;2,660786235;2,677592322;2,710524732;2,948447585;2,925736889;2,910712378;2,898967979;2,891437717;2,884744681;2,880728817;2,880845848;2,883154526;2,886796558;2,891436247;2,900810316
-0,728;-0,693;-0,377;0,641;0,731;0,432;-0,078;0,019;-0,024;0,224;-0,26;0,169;-0,97415827;-0,670339652;-0,789349978;-0,825067632;-1,422430811;-1,046831803;-0,965157904;-0,579910315;-1,053301582;-0,941988045;-0,880398248;-0,484235398;-0,025587492;0,010979766;0,223755096;0,233742366;0,432641551;0,282757291;0,211633509;0,334272899;0,562742871;0,776806411;0,817037762;0,824873749;0,346796805;0,224641433;0,235512697;0,323081961;0,685040123;0,617219575;0,687426475;0,56354137;0,782857712;0,667567515;0,903490479;0,916387272;-0,103671814;0,05509042;0,15996787;0,115827738;-0,007544613;-0,060558448;0,009192194;0,096664794;0,13598806;0,127706231;0,126474722;-0,054297618;-0,106243364;-0,452784495;-0,566926171;-0,433433829;0,121180922;-0,1290081;-0,322254609;-0,583581474;-0,200947949;0,000896676000000002;0,257455436;0,375386812;-0,34546844;-0,382906011;-0,298805522;-0,254043077;-0,127922555;-0,171350163;-0,088422628;-0,026365745;0,150537367;0,195258875;0,306933023;0,456745769;-0,282819341;-0,067038774;-0,090828107;0,003368345;-0,220218489;-0,105125154;-0,018443752;-0,139202762;-0,34723736;-0,644828714;-0,668699457;-0,423028927;-0,566756571;-0,234841234;-0,235168914;-0,110502609;0,022710015;-0,090377774;0,023297155;-0,117796039;-0,187057008;-0,29589974;0,268446851;0,163546491;1,784855345;1,800312106;1,809829416;1,817735161;1,83458237;1,858170704;1,867280926;1,871675065;1,887279748;1,917418594;1,958024874;1,98055599;2,178897757;2,192633805;2,200458905;2,205344592;2,21913325;2,239761233;2,252238813;2,260240312;2,274511951;2,296945211;2,326489879;2,347157673;2,528282527;2,538454625;2,545761802;2,552397523;2,563226777;2,577891292;2,592199385;2,603087354;2,612589853;2,621505944;2,632243771;2,644678774;2,834339682;2,679858576;2,585195369;2,534313271;2,496483865;2,475635098;2,451883964;2,439583984;2,447306523;2,465106378;2,487927201;2,509699027;2,936211055;2,819870616;2,746015903;2,703769995;2,672440772;2,654778671;2,636173632;2,626392051;2,631556808;2,644276348;2,660786235;2,677592322;2,981212604;2,948447585;2,925736889;2,910712378;2,898967979;2,891437717;2,884744681;2,880728817;2,880845848;2,883154526;2,886796558;2,891436247
0,227;-0,728;-0,693;-0,377;0,641;0,731;0,432;-0,078;0,019;-0,024;0,224;-0,26;-0,361009866;-0,97415827;-0,670339652;-0,789349978;-0,825067632;-1,422430811;-1,046831803;-0,965157904;-0,579910315;-1,053301582;-0,941988045;-0,880398248;-0,256388146;-0,025587492;0,010979766;0,223755096;0,233742366;0,432641551;0,282757291;0,211633509;0,334272899;0,562742871;0,776806411;0,817037762;0,292595245;0,346796805;0,224641433;0,235512697;0,323081961;0,685040123;0,617219575;0,687426475;0,56354137;0,782857712;0,667567515;0,903490479;-0,018210239;-0,103671814;0,05509042;0,15996787;0,115827738;-0,007544613;-0,060558448;0,009192194;0,096664794;0,13598806;0,127706231;0,126474722;-0,203587702;-0,106243364;-0,452784495;-0,566926171;-0,433433829;0,121180922;-0,1290081;-0,322254609;-0,583581474;-0,200947949;0,000896676000000002;0,257455436;-0,131889225;-0,34546844;-0,382906011;-0,298805522;-0,254043077;-0,127922555;-0,171350163;-0,088422628;-0,026365745;0,150537367;0,195258875;0,306933023;-0,560412242;-0,282819341;-0,067038774;-0,090828107;0,003368345;-0,220218489;-0,105125154;-0,018443752;-0,139202762;-0,34723736;-0,644828714;-0,668699457;-0,525226742;-0,566756571;-0,234841234;-0,235168914;-0,110502609;0,022710015;-0,090377774;0,023297155;-0,117796039;-0,187057008;-0,29589974;0,268446851;1,768725682;1,784855345;1,800312106;1,809829416;1,817735161;1,83458237;1,858170704;1,867280926;1,871675065;1,887279748;1,917418594;1,958024874;2,162806641;2,178897757;2,192633805;2,200458905;2,205344592;2,21913325;2,239761233;2,252238813;2,260240312;2,274511951;2,296945211;2,326489879;2,518523006;2,528282527;2,538454625;2,545761802;2,552397523;2,563226777;2,577891292;2,592199385;2,603087354;2,612589853;2,621505944;2,632243771;3,021207268;2,834339682;2,679858576;2,585195369;2,534313271;2,496483865;2,475635098;2,451883964;2,439583984;2,447306523;2,465106378;2,487927201;3,074157625;2,936211055;2,819870616;2,746015903;2,703769995;2,672440772;2,654778671;2,636173632;2,626392051;2,631556808;2,644276348;2,660786235;3,018838949;2,981212604;2,948447585;2,925736889;2,910712378;2,898967979;2,891437717;2,884744681;2,880728817;2,880845848;2,883154526;2,886796558
